index,time,minutes,dateTime,SPD33.CH1_Voltage,SPD33.CH1_Current,SPD33.CH1_Power,SPD33.CH2_Voltage,SPD33.CH2_Current,SPD33.CH2_Power,,cpuload
362,108.635,1.810583333,1758020281,5,0.51,2.55,0,0,0,1,0
363,108.936,1.8156,1758020281,5,0.5,2.5,0,0,0,1,0
364,109.236,1.8206,1758020281,5,0.55,2.75,0,0,0,1,0
365,109.534,1.825566667,1758020282,5,0.51,2.55,0,0,0,1,0
366,109.836,1.8306,1758020282,5,0.51,2.55,0,0,0,1,0
367,110.136,1.8356,1758020282,5,0.51,2.55,0,0,0,1,0
368,110.436,1.8406,1758020283,5,0.5,2.5,0,0,0,1,0
369,110.735,1.845583333,1758020283,5,0.51,2.55,0,0,0,1,0
370,111.032,1.850533333,1758020283,5,0.51,2.55,0,0,0,1,0
371,111.333,1.85555,1758020283,5,0.51,2.55,0,0,0,1,0
372,111.631,1.860516667,1758020284,5,0.51,2.55,0,0,0,1,0
