"index","time","minutes","dateTime","SPD33.CH1_Voltage","SPD33.CH1_Current","SPD33.CH1_Power","SPD33.CH2_Voltage","SPD33.CH2_Current","SPD33.CH2_Power"
283,84.918,1.4153,1758013614.508,5,0.39,1.95,0,0,0
284,85.219,1.4203166667,1758013614.808,5,0.39,1.95,0,0,0
285,85.519,1.4253166667,1758013615.106,5,0.39,1.95,0,0,0
286,85.819,1.4303166667,1758013615.407,5,0.39,1.95,0,0,0
287,86.116,1.4352666667,1758013615.706,5,0.38,1.9,0,0,0
288,86.419,1.4403166667,1758013616.006,5,0.39,1.95,0,0,0
289,86.717,1.4452833333,1758013616.307,5,0.38,1.9,0,0,0
290,87.019,1.4503166667,1758013616.607,5,0.39,1.95,0,0,0
291,87.319,1.4553166667,1758013616.908,5,0.39,1.95,0,0,0
292,87.619,1.4603166667,1758013617.206,5,0.39,1.95,0,0,0
293,87.918,1.4653,1758013617.509,5,0.39,1.95,0,0,0
294,88.217,1.4702833333,1758013617.806,5,0.39,1.95,0,0,0
295,88.519,1.4753166667,1758013618.106,5,0.39,1.95,0,0,0
296,88.817,1.4802833333,1758013618.406,5,0.38,1.9,0,0,0
297,89.116,1.4852666667,1758013618.706,5,0.39,1.95,0,0,0
298,89.419,1.4903166667,1758013619.008,5,0.39,1.95,0,0,0
299,89.719,1.4953166667,1758013619.307,5,0.39,1.95,0,0,0
300,90.015,1.50025,1758013619.604,5,0.39,1.95,0,0,0
301,90.316,1.5052666667,1758013619.905,5,0.39,1.95,0,0,0
302,90.617,1.5102833333,1758013620.205,5,0.39,1.95,0,0,0
303,90.917,1.5152833333,1758013620.505,5,0.38,1.9,0,0,0
304,91.219,1.5203166667,1758013620.806,5,0.39,1.95,0,0,0
305,91.517,1.5252833333,1758013621.106,5,0.39,1.95,0,0,0
306,91.819,1.5303166667,1758013621.407,5,0.38,1.9,0,0,0
307,92.119,1.5353166667,1758013621.71,5,0.39,1.95,0,0,0
308,92.417,1.5402833333,1758013622.006,5,0.38,1.9,0,0,0
309,92.718,1.5453,1758013622.306,5,0.39,1.95,0,0,0
310,93.018,1.5503,1758013622.607,5,0.39,1.95,0,0,0
311,93.318,1.5553,1758013622.906,5,0.44,2.2,0,0,0
312,93.616,1.5602666667,1758013623.203,5,0.39,1.95,0,0,0
313,93.914,1.5652333333,1758013623.503,5,0.39,1.95,0,0,0
314,94.217,1.5702833333,1758013623.808,5,0.39,1.95,0,0,0
315,94.515,1.57525,1758013624.106,5,0.38,1.9,0,0,0
316,94.819,1.5803166667,1758013624.408,5,0.39,1.95,0,0,0
317,95.119,1.5853166667,1758013624.707,5,0.39,1.95,0,0,0
318,95.416,1.5902666667,1758013625.005,5,0.39,1.95,0,0,0
319,95.719,1.5953166667,1758013625.308,5,0.38,1.9,0,0,0
320,96.015,1.60025,1758013625.604,5,0.39,1.95,0,0,0
321,96.318,1.6053,1758013625.906,5,0.39,1.95,0,0,0
322,96.615,1.61025,1758013626.203,5,0.39,1.95,0,0,0
323,96.916,1.6152666667,1758013626.505,5,0.39,1.95,0,0,0
324,97.216,1.6202666667,1758013626.805,5,0.38,1.9,0,0,0
325,97.514,1.6252333333,1758013627.102,5,0.39,1.95,0,0,0
326,97.819,1.6303166667,1758013627.407,5,0.39,1.95,0,0,0
327,98.119,1.6353166667,1758013627.707,5,0.39,1.95,0,0,0
328,98.418,1.6403,1758013628.006,5,0.38,1.9,0,0,0
329,98.715,1.64525,1758013628.303,5,0.38,1.9,0,0,0
330,99.018,1.6503,1758013628.606,5,0.39,1.95,0,0,0
331,99.319,1.6553166667,1758013628.909,5,0.39,1.95,0,0,0
332,99.616,1.6602666667,1758013629.206,5,0.38,1.9,0,0,0
333,99.917,1.6652833333,1758013629.507,5,0.39,1.95,0,0,0
334,100.218,1.6703,1758013629.807,5,0.39,1.95,0,0,0
335,100.519,1.6753166667,1758013630.104,5,0.39,1.95,0,0,0
336,100.819,1.6803166667,1758013630.408,5,0.39,1.95,0,0,0
337,101.119,1.6853166667,1758013630.706,5,0.38,1.9,0,0,0
338,101.419,1.6903166667,1758013631.006,5,0.39,1.95,0,0,0
339,101.717,1.6952833333,1758013631.304,5,0.38,1.9,0,0,0
340,102.014,1.7002333333,1758013631.601,5,0.38,1.9,0,0,0
341,102.319,1.7053166667,1758013631.905,5,0.38,1.9,0,0,0
342,102.615,1.71025,1758013632.202,5,0.38,1.9,0,0,0
343,102.918,1.7153,1758013632.506,5,0.39,1.95,0,0,0
344,103.218,1.7203,1758013632.804,5,0.38,1.9,0,0,0
345,103.514,1.7252333333,1758013633.103,5,0.39,1.95,0,0,0
346,103.818,1.7303,1758013633.405,5,0.39,1.95,0,0,0
347,104.115,1.73525,1758013633.702,5,0.39,1.95,0,0,0
348,104.418,1.7403,1758013634.005,5,0.39,1.95,0,0,0
349,104.719,1.7453166667,1758013634.304,5,0.39,1.95,0,0,0
350,105.018,1.7503,1758013634.605,5,0.39,1.95,0,0,0
351,105.318,1.7553,1758013634.905,5,0.39,1.95,0,0,0
352,105.616,1.7602666667,1758013635.203,5,0.39,1.95,0,0,0
353,105.918,1.7653,1758013635.503,5,0.39,1.95,0,0,0
354,106.219,1.7703166667,1758013635.806,5,0.38,1.9,0,0,0
355,106.516,1.7752666667,1758013636.102,5,0.39,1.95,0,0,0
356,106.818,1.7803,1758013636.404,5,0.39,1.95,0,0,0
357,107.118,1.7853,1758013636.705,5,0.39,1.95,0,0,0
358,107.418,1.7903,1758013637.007,5,0.39,1.95,0,0,0
359,107.714,1.7952333333,1758013637.302,5,0.38,1.9,0,0,0
360,108.015,1.80025,1758013637.603,5,0.39,1.95,0,0,0
361,108.316,1.8052666667,1758013637.904,5,0.39,1.95,0,0,0
362,108.614,1.8102333333,1758013638.2,5,0.39,1.95,0,0,0
363,108.915,1.81525,1758013638.503,5,0.38,1.9,0,0,0
364,109.219,1.8203166667,1758013638.805,5,0.38,1.9,0,0,0
365,109.518,1.8253,1758013639.107,5,0.38,1.9,0,0,0
366,109.815,1.83025,1758013639.403,5,0.39,1.95,0,0,0
367,110.119,1.8353166667,1758013639.707,5,0.39,1.95,0,0,0
368,110.418,1.8403,1758013640.007,5,0.39,1.95,0,0,0
369,110.716,1.8452666667,1758013640.303,5,0.39,1.95,0,0,0
370,111.017,1.8502833333,1758013640.603,5,0.39,1.95,0,0,0
371,111.317,1.8552833333,1758013640.905,5,0.39,1.95,0,0,0
372,111.619,1.8603166667,1758013641.205,5,0.39,1.95,0,0,0
373,111.917,1.8652833333,1758013641.505,5,0.38,1.9,0,0,0
374,112.219,1.8703166667,1758013641.805,5,0.39,1.95,0,0,0
375,112.519,1.8753166667,1758013642.107,5,0.39,1.95,0,0,0
376,112.815,1.88025,1758013642.399,5,0.39,1.95,0,0,0
377,113.115,1.88525,1758013642.703,5,0.39,1.95,0,0,0
378,113.419,1.8903166667,1758013643.008,5,0.39,1.95,0,0,0
379,113.717,1.8952833333,1758013643.304,5,0.38,1.9,0,0,0
380,114.019,1.9003166667,1758013643.608,5,0.39,1.95,0,0,0
381,114.319,1.9053166667,1758013643.908,5,0.39,1.95,0,0,0
382,114.619,1.9103166667,1758013644.207,5,0.39,1.95,0,0,0
383,114.915,1.91525,1758013644.503,5,0.39,1.95,0,0,0
384,115.219,1.9203166667,1758013644.808,5,0.38,1.9,0,0,0
385,115.519,1.9253166667,1758013645.107,5,0.38,1.9,0,0,0
386,115.816,1.9302666667,1758013645.403,5,0.39,1.95,0,0,0
