index,time,minutes,dateTime,SPD33.CH1_Voltage,SPD33.CH1_Current,SPD33.CH1_Power,
976,318.864,5.3144,1756803669,5,0.48,2.4,0
977,319.264,5.321066667,1756803670,5,0.48,2.4,0
978,319.663,5.327716667,1756803670,5,0.48,2.4,0
979,320.063,5.334383333,1756803670,5,0.48,2.4,0
980,320.464,5.341066667,1756803671,5,0.47,2.35,0
981,320.861,5.347683333,1756803671,5,0.47,2.35,0
982,321.26,5.354333333,1756803672,5,0.48,2.4,0
983,321.66,5.361,1756803672,5,0.47,2.35,0
984,322.062,5.3677,1756803672,5,0.47,2.35,0
985,322.464,5.3744,1756803673,5,0.47,2.35,0
986,322.864,5.381066667,1756803673,5,0.47,2.35,0
987,323.265,5.38775,1756803674,5,0.47,2.35,0
988,323.66,5.394333333,1756803674,5,0.48,2.4,0
989,324.062,5.401033333,1756803674,5,0.47,2.35,0
990,324.462,5.4077,1756803675,5,0.48,2.4,0
991,324.864,5.4144,1756803675,5,0.47,2.35,0
992,325.264,5.421066667,1756803676,5,0.47,2.35,0
993,325.66,5.427666667,1756803676,5,0.55,2.75,0
994,326.063,5.434383333,1756803676,5,0.47,2.35,0
995,326.464,5.441066667,1756803677,5,0.47,2.35,0
996,326.864,5.447733333,1756803677,5,0.47,2.35,0
997,327.261,5.45435,1756803678,5,0.48,2.4,0
998,327.664,5.461066667,1756803678,5,0.48,2.4,0
999,328.065,5.46775,1756803678,5,0.48,2.4,0
1000,328.459,5.474316667,1756803679,5,0.47,2.35,0
1001,328.864,5.481066667,1756803679,5,0.47,2.35,0
1002,329.26,5.487666667,1756803680,5,0.47,2.35,0
1003,329.664,5.4944,1756803680,5,0.47,2.35,0
1004,330.064,5.501066667,1756803680,5,0.47,2.35,0
1005,330.464,5.507733333,1756803681,5,0.51,2.55,0
1006,330.864,5.5144,1756803681,5,0.48,2.4,0
1007,331.264,5.521066667,1756803682,5,0.47,2.35,0
1008,331.664,5.527733333,1756803682,5,0.47,2.35,0
1009,332.064,5.5344,1756803682,5,0.47,2.35,0
1010,332.464,5.541066667,1756803683,5,0.47,2.35,0
1011,332.86,5.547666667,1756803683,5,0.48,2.4,0
1012,333.26,5.554333333,1756803684,5,0.48,2.4,0
1013,333.664,5.561066667,1756803684,5,0.47,2.35,0
1014,334.064,5.567733333,1756803684,5,0.47,2.35,0
1015,334.464,5.5744,1756803685,5,0.47,2.35,0
1016,334.859,5.580983333,1756803685,5,0.47,2.35,0
1017,335.262,5.5877,1756803686,5,0.47,2.35,0
1018,335.664,5.5944,1756803686,5,0.48,2.4,0
1019,336.062,5.601033333,1756803686,5,0.48,2.4,0
1020,336.464,5.607733333,1756803687,5,0.47,2.35,0
1021,336.861,5.61435,1756803687,5,0.47,2.35,0
1022,337.264,5.621066667,1756803688,5,0.53,2.65,0
1023,337.663,5.627716667,1756803688,5,0.48,2.4,0
1024,338.064,5.6344,1756803688,5,0.47,2.35,0
1025,338.464,5.641066667,1756803689,5,0.47,2.35,0
1026,338.864,5.647733333,1756803689,5,0.47,2.35,0
1027,339.264,5.6544,1756803690,5,0.47,2.35,0
1028,339.664,5.661066667,1756803690,5,0.48,2.4,0
1029,340.064,5.667733333,1756803690,5,0.47,2.35,0
1030,340.463,5.674383333,1756803691,5,0.46,2.3,0
1031,340.864,5.681066667,1756803691,5,0.47,2.35,0
1032,341.26,5.687666667,1756803692,5,0.47,2.35,0
1033,341.664,5.6944,1756803692,5,0.47,2.35,0
1034,342.063,5.70105,1756803692,5,0.48,2.4,0
1035,342.463,5.707716667,1756803693,5,0.47,2.35,0
1036,342.863,5.714383333,1756803693,5,0.47,2.35,0
1037,343.264,5.721066667,1756803694,5,0.46,2.3,0
1038,343.664,5.727733333,1756803694,5,0.47,2.35,0
1039,344.061,5.73435,1756803694,5,0.47,2.35,0
1040,344.46,5.741,1756803695,5,0.47,2.35,0
1041,344.861,5.747683333,1756803695,5,0.47,2.35,0
1042,345.264,5.7544,1756803696,5,0.47,2.35,0
1043,345.663,5.76105,1756803696,5,0.47,2.35,0
1044,346.063,5.767716667,1756803696,5,0.47,2.35,0
1045,346.463,5.774383333,1756803697,5,0.47,2.35,0
1046,346.864,5.781066667,1756803697,5,0.46,2.3,0
1047,347.264,5.787733333,1756803698,5,0.47,2.35,0
1048,347.659,5.794316667,1756803698,5,0.47,2.35,0
1049,348.065,5.801083333,1756803698,5,0.47,2.35,0
1050,348.464,5.807733333,1756803699,5,0.49,2.45,0
1051,348.864,5.8144,1756803699,5,0.47,2.35,0
1052,349.265,5.821083333,1756803700,5,0.47,2.35,0
1053,349.662,5.8277,1756803700,5,0.47,2.35,0
1054,350.062,5.834366667,1756803700,5,0.47,2.35,0
1055,350.463,5.84105,1756803701,5,0.47,2.35,0
1056,350.863,5.847716667,1756803701,5,0.47,2.35,0
1057,351.263,5.854383333,1756803702,5,0.47,2.35,0
1058,351.66,5.861,1756803702,5,0.47,2.35,0
1059,352.06,5.867666667,1756803702,5,0.46,2.3,0
1060,352.463,5.874383333,1756803703,5,0.47,2.35,0
1061,352.864,5.881066667,1756803703,5,0.47,2.35,0
1062,353.261,5.887683333,1756803704,5,0.48,2.4,0
1063,353.661,5.89435,1756803704,5,0.47,2.35,0
1064,354.064,5.901066667,1756803704,5,0.47,2.35,0
1065,354.464,5.907733333,1756803705,5,0.47,2.35,0
1066,354.864,5.9144,1756803705,5,0.47,2.35,0
1067,355.263,5.92105,1756803706,5,0.47,2.35,0
1068,355.664,5.927733333,1756803706,5,0.47,2.35,0
1069,356.064,5.9344,1756803706,5,0.47,2.35,0
1070,356.464,5.941066667,1756803707,5,0.47,2.35,0
1071,356.864,5.947733333,1756803707,5,0.47,2.35,0
1072,357.265,5.954416667,1756803708,5,0.47,2.35,0
1073,357.664,5.961066667,1756803708,5,0.47,2.35,0
1074,358.064,5.967733333,1756803708,5,0.47,2.35,0
1075,358.464,5.9744,1756803709,5,0.47,2.35,0
1076,358.862,5.981033333,1756803709,5,0.46,2.3,0
1077,359.263,5.987716667,1756803710,5,0.46,2.3,0
1078,359.664,5.9944,1756803710,5,0.6,3,0
1079,360.063,6.00105,1756803710,5,0.47,2.35,0
1080,360.463,6.007716667,1756803711,5,0.46,2.3,0
1081,360.864,6.0144,1756803711,5,0.47,2.35,0
1082,361.26,6.021,1756803712,5,0.47,2.35,0
1083,361.663,6.027716667,1756803712,5,0.47,2.35,0
1084,362.063,6.034383333,1756803712,5,0.47,2.35,0
1085,362.463,6.04105,1756803713,5,0.47,2.35,0
1086,362.864,6.047733333,1756803713,5,0.47,2.35,0
1087,363.264,6.0544,1756803714,5,0.47,2.35,0
1088,363.663,6.06105,1756803714,5,0.53,2.65,0
1089,364.059,6.06765,1756803714,5,0.46,2.3,0
1090,364.46,6.074333333,1756803715,5,0.51,2.55,0
1091,364.864,6.081066667,1756803715,5,0.47,2.35,null
1092,365.264,6.087733333,1756803716,5,0.47,2.35,null
1093,365.66,6.094333333,1756803716,5,0.47,2.35,null
1094,366.064,6.101066667,1756803716,5,0.47,2.35,null
1095,366.463,6.107716667,1756803717,5,0.47,2.35,null
1096,366.863,6.114383333,1756803717,5,0.55,2.75,null
1097,367.264,6.121066667,1756803718,5,0.54,2.7,null
1098,367.663,6.127716667,1756803718,5,0.46,2.3,null
1099,368.062,6.134366667,1756803718,5,0.47,2.35,null
1100,368.464,6.141066667,1756803719,5,0.47,2.35,null
1101,368.863,6.147716667,1756803719,5,0.47,2.35,null
1102,369.264,6.1544,1756803720,5,0.46,2.3,null
1103,369.66,6.161,1756803720,5,0.47,2.35,null
1104,370.063,6.167716667,1756803720,5,0.46,2.3,null
1105,370.463,6.174383333,1756803721,5,0.46,2.3,null
1106,370.86,6.181,1756803721,5,0.47,2.35,null
1107,371.26,6.187666667,1756803722,5,0.46,2.3,null
1108,371.66,6.194333333,1756803722,5,0.47,2.35,null
1109,372.064,6.201066667,1756803722,5,0.46,2.3,null
1110,372.464,6.207733333,1756803723,5,0.46,2.3,null
1111,372.861,6.21435,1756803723,5,0.46,2.3,null
1112,373.264,6.221066667,1756803724,5,0.47,2.35,null
1113,373.664,6.227733333,1756803724,5,0.47,2.35,null
1114,374.061,6.23435,1756803724,5,0.47,2.35,null
1115,374.464,6.241066667,1756803725,5,0.47,2.35,null
1116,374.864,6.247733333,1756803725,5,0.47,2.35,null
1117,375.262,6.254366667,1756803726,5,0.46,2.3,null
1118,375.663,6.26105,1756803726,5,0.46,2.3,null
1119,376.064,6.267733333,1756803726,5,0.47,2.35,null
1120,376.464,6.2744,1756803727,5,0.46,2.3,null
1121,376.864,6.281066667,1756803727,5,0.46,2.3,null
1122,377.263,6.287716667,1756803728,5,0.47,2.35,null
1123,377.664,6.2944,1756803728,5,0.46,2.3,null
1124,378.064,6.301066667,1756803728,5,0.46,2.3,null
1125,378.463,6.307716667,1756803729,5,0.47,2.35,null
1126,378.864,6.3144,1756803729,5,0.46,2.3,null
1127,379.264,6.321066667,1756803730,5,0.47,2.35,null
1128,379.664,6.327733333,1756803730,5,0.47,2.35,null
1129,380.064,6.3344,1756803730,5,0.54,2.7,null
1130,380.464,6.341066667,1756803731,5,0.46,2.3,null
1131,380.865,6.34775,1756803731,5,0.46,2.3,null
1132,381.263,6.354383333,1756803732,5,0.46,2.3,null
1133,381.664,6.361066667,1756803732,5,0.46,2.3,null
