,period,load,exp_duration,experiment,duration,energy,power_avg,ID
400,0.01,0,80027,stress-ng,80.023,192.05869999999223,2.4000437374253933,194
401,0.01,0,80026,stress-ng,80.02,192.24259999999188,2.402431892026892,199
402,0.01,0,80025,stress-ng,80.021,192.48159999999422,2.405388585496235,230
403,0.01,100,80027,stress-ng,80.019,331.71630000000533,4.145469201064813,236
404,0.01,60,80022,stress-ng,80.02,299.49529999999515,3.742755561109662,247
405,0.01,80,80032,stress-ng,80.025,316.1054750000026,3.950084036238708,256
406,0.01,100,80025,stress-ng,80.015,332.04837499999445,4.149826595013366,269
407,0.01,0,80025,stress-ng,80.017,192.650274999992,2.4076168189258786,310
408,0.01,60,80054,stress-ng,80.033,300.4097999999924,3.7535741506627565,332
409,0.01,100,80027,stress-ng,80.022,332.5094749999967,4.155225750418594,339
410,0.01,0,80025,stress-ng,80.023,192.32829999998947,2.4034127688288303,364
411,0.01,40,80023,stress-ng,80.018,281.2925250000023,3.5153656052388498,443
412,0.01,60,80056,stress-ng,80.053,300.1470249999956,3.749353865564009,445
413,0.01,0,80025,stress-ng,80.023,192.52642499999155,2.405888619521782,514
414,0.01,100,80025,stress-ng,80.018,332.2140500000027,4.1517414831663215,529
415,0.01,80,80029,stress-ng,80.024,316.446675000002,3.9543971183645157,552
416,0.01,20,80023,stress-ng,80.015,263.9339000000167,3.2985552708869177,558
417,0.01,0,80025,stress-ng,80.02,192.36972499998976,2.404020557360532,580
418,0.01,0,80025,stress-ng,80.022,192.48569999999174,2.40540976231526,585
419,0.01,100,80023,stress-ng,80.022,332.3079749999981,4.152707692884433,599
420,0.01,40,80061,stress-ng,80.059,282.1865499999937,3.5247323848660828,631
421,0.01,60,80058,stress-ng,80.048,300.82417499999883,3.7580473590845345,635
422,0.01,60,80053,stress-ng,80.047,300.8531749999926,3.758456594250785,639
423,0.01,20,80023,stress-ng,80.018,264.45592500001567,3.304955447524503,641
424,0.01,20,80022,stress-ng,80.017,265.00507500001686,3.3118596673209053,680
425,0.01,100,80028,stress-ng,80.022,332.2830499999926,4.152396216040496,694
426,0.01,100,80022,stress-ng,80.018,332.52985000000314,4.155688095178624,731
427,0.01,80,80027,stress-ng,80.019,317.24262499999685,3.964591222084715,794
428,0.01,40,80022,stress-ng,80.019,282.47112499999594,3.530050675464526,802
429,0.01,100,80027,stress-ng,80.025,331.9333499999959,4.147870665417006,827
430,0.01,60,80041,stress-ng,80.038,300.78699999999674,3.758052425098038,829
431,0.01,20,80022,stress-ng,80.018,265.5383000000151,3.3184820915295945,833
432,0.01,80,80031,stress-ng,80.028,317.20105000000393,3.963625855950466,838
433,0.01,20,80023,stress-ng,80.019,264.8076000000164,3.3093090391034177,855
434,0.01,40,80022,stress-ng,80.015,282.58412499999434,3.5316393801161574,858
435,0.01,60,80024,stress-ng,80.017,300.7918999999907,3.7590999412623654,868
436,0.01,40,80022,stress-ng,80.017,282.5322500000028,3.5309028081533027,869
437,0.01,80,80024,stress-ng,80.015,317.6730250000002,3.970168405923892,882
438,0.01,20,80022,stress-ng,80.013,262.12237500001305,3.2759973379327487,897
439,0.01,40,80023,stress-ng,80.017,282.61127499999947,3.531890410787701,912
440,0.01,100,80023,stress-ng,80.017,331.7547750000072,4.146053651099232,924
441,0.01,40,80022,stress-ng,80.015,283.17662499999904,3.5390442417046684,941
442,0.01,60,80036,stress-ng,80.035,300.62399999999025,3.7561566814517433,968
443,0.01,60,80036,stress-ng,80.031,300.93097499999226,3.7601801177042926,976
444,0.01,40,80097,stress-ng,80.094,282.45442499999524,3.526536631957391,977
445,0.02,80,80023,stress-ng,80.02,317.812400000004,3.9716620844789303,1
446,0.02,60,80056,stress-ng,80.049,300.20482499999105,3.7502632762431887,14
447,0.02,0,80025,stress-ng,80.024,192.79894999999303,2.4092640957711815,37
448,0.02,20,80150,stress-ng,80.146,265.2416000000169,3.309480198637697,64
449,0.02,100,80026,stress-ng,80.015,331.8890999999992,4.147836030744226,66
450,0.02,20,80022,stress-ng,80.018,265.3984250000167,3.316734047339557,78
451,0.02,40,80022,stress-ng,80.015,284.0111500000024,3.549473848653407,115
452,0.02,60,80057,stress-ng,80.044,301.40802499999745,3.765529271400698,125
453,0.02,80,80022,stress-ng,80.02,317.1147750000035,3.9629439515121656,126
454,0.02,40,80022,stress-ng,80.017,282.63720000000046,3.532214404439063,138
455,0.02,0,80025,stress-ng,80.019,192.18347499998814,2.4017230282806348,142
456,0.02,20,80152,stress-ng,80.147,266.1025500000126,3.3201810423348674,165
457,0.02,20,80022,stress-ng,80.018,265.9378500000152,3.3234753430480044,170
458,0.02,80,80035,stress-ng,80.024,316.2791750000028,3.9523039963011444,215
459,0.02,80,80034,stress-ng,80.027,316.46810000000033,3.9545166006472856,220
460,0.02,100,80024,stress-ng,80.016,332.41827500000056,4.154397557988409,222
461,0.02,40,80023,stress-ng,80.019,281.785674999998,3.5214845849110583,261
462,0.02,0,80025,stress-ng,80.018,192.70417499999076,2.408260328925876,298
463,0.02,0,80026,stress-ng,80.022,196.3543249999956,2.453754280072925,299
464,0.02,60,80023,stress-ng,80.012,300.1877749999966,3.751784419836982,302
465,0.02,100,80024,stress-ng,80.016,332.0724250000059,4.150075297440585,304
466,0.02,100,80024,stress-ng,80.022,332.3458250000063,4.153180687810931,315
467,0.02,0,80025,stress-ng,80.019,192.16399999999373,2.401479648583383,318
468,0.02,0,80026,stress-ng,80.023,192.33304999998958,2.4034721267634254,324
469,0.02,100,80023,stress-ng,80.017,332.0323749999957,4.149522913880746,363
470,0.02,100,80022,stress-ng,80.017,331.5852250000029,4.1439347263706825,371
471,0.02,40,80022,stress-ng,80.015,281.95400000000234,3.5237642941948675,397
472,0.02,40,80022,stress-ng,80.017,281.79937499999784,3.5217438169388737,463
473,0.02,80,80037,stress-ng,80.036,315.8029249999988,3.9457609700634566,465
474,0.02,0,80025,stress-ng,80.019,192.7581249999947,2.4089044476936063,499
475,0.02,60,80023,stress-ng,80.018,300.6312499999958,3.7570452898097404,508
476,0.02,20,80023,stress-ng,80.017,265.79922500001777,3.321784433308144,532
477,0.02,40,80022,stress-ng,80.018,281.724825000001,3.520768139668587,541
478,0.02,100,80028,stress-ng,80.026,332.1739249999987,4.150825044360567,560
479,0.02,60,80022,stress-ng,80.019,300.4387249999948,3.7545923468175655,575
480,0.02,0,80026,stress-ng,80.019,192.72139999999084,2.408445494195014,581
481,0.02,100,80024,stress-ng,80.014,332.14492499999466,4.151085122603478,597
482,0.02,100,80023,stress-ng,80.018,332.0726750000039,4.14997469319408,611
483,0.02,80,80022,stress-ng,80.014,315.9482500000041,3.9486621091309537,612
484,0.02,40,80023,stress-ng,80.022,281.9743499999987,3.523710354652454,628
485,0.02,100,80025,stress-ng,80.023,332.05267500000025,4.149465466178477,643
486,0.02,20,80023,stress-ng,80.014,265.30357500001185,3.3157144374735905,660
487,0.02,80,80029,stress-ng,80.026,316.12175000000104,3.950238047634532,667
488,0.02,20,80234,stress-ng,80.231,266.1421750000113,3.3171987760343424,670
489,0.02,40,80091,stress-ng,80.081,282.49597499999567,3.527627964186207,675
490,0.02,80,80029,stress-ng,80.005,316.2303000000028,3.9526317105181277,683
491,0.02,20,80022,stress-ng,80.014,265.3281750000162,3.3160218836705604,692
492,0.02,60,80024,stress-ng,80.014,299.88799999999776,3.7479441097807604,763
493,0.02,0,80026,stress-ng,80.019,192.4170499999931,2.4046420225195653,818
494,0.02,40,80022,stress-ng,80.02,282.859149999996,3.5348556610846793,823
495,0.02,40,80063,stress-ng,80.061,283.01402499999637,3.5349798903335747,832
496,0.02,60,80030,stress-ng,80.026,301.46387499999685,3.767074138404979,834
497,0.02,20,80027,stress-ng,80.02,266.7376250000121,3.3333869657587116,854
498,0.02,80,80025,stress-ng,80.02,316.88597500000304,3.960084666333455,886
499,0.02,60,80023,stress-ng,80.014,301.6265749999916,3.7696724948133027,901
500,0.02,0,80026,stress-ng,80.019,192.21882499999208,2.4021647983602903,902
501,0.02,60,80039,stress-ng,80.037,300.60354999999146,3.7558073141171135,903
502,0.02,80,80033,stress-ng,80.021,316.02207500000026,3.9492392621936774,946
503,0.02,20,80022,stress-ng,80.019,264.60452500001855,3.306771204339201,959
504,0.02,60,80024,stress-ng,80.017,301.04227499999183,3.762228963845081,974
505,0.03,100,80025,stress-ng,80.014,331.146175000005,4.138602931986965,38
